sampno,perno,dayno,appdate,apptrips,app_activity_begin,app_activity_end,location_activity,acceleration_activity,removed_places,home_start,home_end
70045479,1,4,2019-02-22,-9,-9,-9,-9,-9,-9,-9,-9
70045479,1,5,2019-02-23,-9,-9,-9,-9,-9,-9,-9,-9
70045479,1,6,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045479,1,7,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045489,1,2,2019-02-20,4,0,0,1,1,0,1,1
70045489,1,3,2019-02-21,16,0,0,1,1,7,1,1
70045489,1,4,2019-02-22,16,0,0,1,1,7,1,1
70045489,1,5,2019-02-23,11,0,0,1,1,4,1,1
70045489,1,6,2019-02-24,5,0,0,1,1,2,1,1
70045489,1,7,2019-02-25,9,0,1,1,1,2,1,1
70045489,2,2,2019-02-20,13,0,0,1,1,8,1,1
70045489,2,3,2019-02-21,7,0,0,1,1,5,1,1
70045489,2,4,2019-02-22,15,0,0,1,1,8,1,1
70045489,2,5,2019-02-23,12,0,0,1,1,8,1,1
70045489,2,6,2019-02-24,6,0,0,1,1,2,1,1
70045489,2,7,2019-02-25,9,0,1,1,1,4,1,1
70045493,1,2,2019-02-22,0,0,0,-9,-9,0,1,1
70045493,1,3,2019-02-23,1,1,1,-9,1,0,1,0
70045493,1,4,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045493,1,5,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045493,1,6,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045493,1,7,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045503,1,2,2019-02-26,5,0,1,1,1,1,1,1
70045503,1,3,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045503,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70045503,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045503,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045503,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045510,1,2,2019-02-21,2,0,1,1,1,2,1,0
70045510,1,3,2019-02-22,-9,-9,-9,-9,-9,-9,-9,-9
70045510,1,4,2019-02-23,-9,-9,-9,-9,-9,-9,-9,-9
70045510,1,5,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045510,1,6,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045510,1,7,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045526,1,2,2019-02-22,4,0,1,1,1,1,1,1
70045526,1,3,2019-02-23,-9,-9,-9,-9,-9,-9,-9,-9
70045526,1,4,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045526,1,5,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045526,1,6,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045526,1,7,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045527,1,2,2019-02-20,1,0,1,1,1,0,1,0
70045527,1,3,2019-02-21,-9,-9,-9,-9,-9,-9,-9,-9
70045527,1,4,2019-02-22,-9,-9,-9,-9,-9,-9,-9,-9
70045527,1,5,2019-02-23,-9,-9,-9,-9,-9,-9,-9,-9
70045527,1,6,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045527,1,7,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045545,1,2,2019-02-22,5,0,0,1,1,0,1,1
70045545,1,3,2019-02-23,12,0,0,1,1,0,1,1
70045545,1,4,2019-02-24,2,0,0,1,1,0,1,1
70045545,1,5,2019-02-25,5,0,0,1,1,0,1,1
70045545,1,6,2019-02-26,4,0,0,1,1,0,1,1
70045545,1,7,2019-02-27,1,0,1,1,1,0,1,0
70045548,1,2,2019-02-26,2,0,1,1,1,1,1,1
70045548,1,3,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045548,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70045548,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045548,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045548,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045579,1,2,2019-02-26,11,1,0,-9,-9,0,1,1
70045579,1,3,2019-02-27,6,0,0,1,1,2,1,1
70045579,1,4,2019-02-28,10,0,1,1,1,0,1,0
70045579,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045579,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045579,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045623,1,2,2019-02-26,2,0,0,1,1,2,1,1
70045623,1,3,2019-02-27,2,0,0,1,1,0,1,1
70045623,1,4,2019-02-28,2,0,0,1,1,0,1,1
70045623,1,5,2019-03-01,7,0,0,1,1,1,1,1
70045623,1,6,2019-03-02,2,0,1,1,1,1,1,1
70045623,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045648,1,2,2019-02-26,7,0,0,1,1,0,0,0
70045648,1,3,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045648,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70045648,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045648,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045648,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045719,1,2,2019-02-26,0,0,0,1,1,0,1,1
70045719,1,3,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045719,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70045719,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045719,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045719,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045758,1,2,2019-02-22,7,0,0,1,1,1,1,1
70045758,1,3,2019-02-23,8,0,0,1,1,0,1,1
70045758,1,4,2019-02-24,2,0,0,1,1,0,1,1
70045758,1,5,2019-02-25,4,0,1,1,1,0,1,1
70045758,1,6,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045758,1,7,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045804,1,2,2019-02-26,5,0,0,1,1,2,1,1
70045804,1,3,2019-02-27,2,0,0,1,1,1,1,0
70045804,1,4,2019-02-28,1,0,1,1,1,0,0,0
70045804,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045804,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045804,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045854,1,2,2019-02-26,11,0,0,1,1,4,1,0
70045854,1,3,2019-02-27,12,0,0,1,1,2,0,1
70045854,1,4,2019-02-28,4,0,0,1,1,0,1,1
70045854,1,5,2019-03-01,15,0,0,1,1,3,1,1
70045854,1,6,2019-03-02,20,0,0,1,1,5,1,1
70045854,1,7,2019-03-03,3,0,1,1,1,0,1,0
70045856,1,2,2019-02-26,2,0,0,1,1,1,1,1
70045856,1,3,2019-02-27,0,0,0,-9,-9,0,1,1
70045856,1,4,2019-02-28,2,0,0,1,1,0,1,1
70045856,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045856,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045856,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045856,2,2,2019-02-26,2,0,0,1,1,1,1,1
70045856,2,3,2019-02-27,7,0,0,1,1,0,1,1
70045856,2,4,2019-02-28,4,0,0,1,1,0,1,1
70045856,2,5,2019-03-01,2,0,1,1,1,0,1,1
70045856,2,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045856,2,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045861,1,2,2019-03-02,2,0,0,1,1,0,1,0
70045861,1,3,2019-03-03,2,0,0,1,1,0,0,1
70045861,1,4,2019-03-04,8,0,0,1,1,1,1,1
70045861,1,5,2019-03-05,3,0,0,1,1,4,1,1
70045861,1,6,2019-03-06,4,0,0,1,1,0,1,1
70045861,1,7,2019-03-07,3,0,0,1,1,0,1,1
70045866,1,2,2019-02-20,4,0,0,1,1,2,0,0
70045866,1,3,2019-02-21,2,0,0,1,1,1,0,1
70045866,1,4,2019-02-22,4,0,0,1,1,0,1,1
70045866,1,5,2019-02-23,4,0,0,1,1,1,1,0
70045866,1,6,2019-02-24,1,0,0,1,1,0,0,0
70045866,1,7,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045868,1,2,2019-02-23,2,0,0,-9,-9,0,1,0
70045868,1,3,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045868,1,4,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045868,1,5,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045868,1,6,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045868,1,7,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70045884,1,2,2019-02-26,5,0,0,1,1,0,1,1
70045884,1,3,2019-02-27,3,0,0,1,1,2,1,1
70045884,1,4,2019-02-28,3,0,1,1,1,2,1,0
70045884,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70045884,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70045884,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70045914,1,2,2019-02-21,6,0,0,1,1,0,1,0
70045914,1,3,2019-02-22,3,0,0,1,1,0,0,1
70045914,1,4,2019-02-23,-9,-9,-9,-9,-9,-9,-9,-9
70045914,1,5,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045914,1,6,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045914,1,7,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045932,1,2,2019-03-01,3,0,0,1,1,0,1,1
70045932,1,3,2019-03-02,5,0,0,1,1,0,1,1
70045932,1,4,2019-03-03,3,0,0,1,1,0,1,1
70045932,1,5,2019-03-04,2,0,0,1,1,0,1,1
70045932,1,6,2019-03-05,3,0,0,1,1,1,1,1
70045932,1,7,2019-03-06,3,0,0,1,1,1,1,1
70045978,1,2,2019-02-23,2,0,1,1,1,1,0,0
70045978,1,3,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70045978,1,4,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70045978,1,5,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70045978,1,6,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70045978,1,7,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046002,1,2,2019-02-23,2,0,0,-9,-9,0,0,0
70046002,1,3,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70046002,1,4,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70046002,1,5,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70046002,1,6,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70046002,1,7,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046018,1,2,2019-02-28,6,0,0,1,1,0,1,1
70046018,1,3,2019-03-01,2,0,0,1,1,0,1,1
70046018,1,4,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046018,1,5,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046018,1,6,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046018,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046034,1,2,2019-02-27,4,0,1,1,1,0,1,0
70046034,1,3,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046034,1,4,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046034,1,5,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046034,1,6,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046034,1,7,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046039,1,2,2019-03-02,8,0,0,1,1,1,1,1
70046039,1,3,2019-03-03,2,0,1,1,1,0,1,1
70046039,1,4,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046039,1,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046039,1,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046039,1,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046064,1,2,2019-03-12,0,0,0,-9,-9,0,1,1
70046064,1,3,2019-03-13,4,1,0,1,1,0,1,1
70046064,1,4,2019-03-14,0,0,0,-9,-9,0,1,1
70046064,1,5,2019-03-15,5,0,1,1,1,0,1,0
70046064,1,6,2019-03-16,-9,-9,-9,-9,-9,-9,-9,-9
70046064,1,7,2019-03-17,-9,-9,-9,-9,-9,-9,-9,-9
70046064,2,2,2019-03-12,6,0,0,1,1,0,1,1
70046064,2,3,2019-03-13,7,0,0,1,1,2,1,1
70046064,2,4,2019-03-14,2,0,0,1,1,0,1,1
70046064,2,5,2019-03-15,4,0,0,1,1,1,1,1
70046064,2,6,2019-03-16,2,0,0,1,1,0,1,1
70046064,2,7,2019-03-17,4,0,0,1,1,0,1,1
70046071,1,2,2019-02-28,2,0,0,1,1,2,1,1
70046071,1,3,2019-03-01,4,0,0,1,1,0,1,1
70046071,1,4,2019-03-02,2,0,0,1,1,0,1,1
70046071,1,5,2019-03-03,3,0,0,1,1,0,1,1
70046071,1,6,2019-03-04,2,0,0,1,1,2,1,1
70046071,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046073,1,2,2019-02-23,5,0,1,1,1,1,1,1
70046073,1,3,2019-02-24,-9,-9,-9,-9,-9,-9,-9,-9
70046073,1,4,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70046073,1,5,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70046073,1,6,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70046073,1,7,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046089,1,2,2019-03-02,14,0,1,1,1,4,1,1
70046089,1,3,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046089,1,4,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046089,1,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046089,1,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046089,1,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046089,2,2,2019-03-02,13,0,0,1,1,3,1,1
70046089,2,3,2019-03-03,13,0,0,1,1,3,1,1
70046089,2,4,2019-03-04,14,0,0,1,1,4,1,1
70046089,2,5,2019-03-05,4,0,0,1,1,4,1,1
70046089,2,6,2019-03-06,2,0,0,1,1,0,1,1
70046089,2,7,2019-03-07,6,0,1,1,1,2,1,1
70046095,1,2,2019-03-02,3,0,0,1,1,0,1,1
70046095,1,3,2019-03-03,2,0,0,-9,-9,0,0,1
70046095,1,4,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046095,1,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046095,1,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046095,1,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046120,1,2,2019-02-28,3,0,0,1,1,0,0,1
70046120,1,3,2019-03-01,4,0,0,1,1,0,1,1
70046120,1,4,2019-03-02,4,0,0,1,1,0,1,1
70046120,1,5,2019-03-03,5,0,0,1,1,0,1,1
70046120,1,6,2019-03-04,2,0,0,1,1,0,1,1
70046120,1,7,2019-03-05,3,0,0,1,1,0,1,1
70046121,1,2,2019-03-02,4,0,0,1,1,2,1,0
70046121,1,3,2019-03-03,2,0,0,1,1,0,0,1
70046121,1,4,2019-03-04,2,0,1,1,1,2,1,1
70046121,1,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046121,1,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046121,1,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046121,2,2,2019-03-02,2,0,0,1,1,0,1,1
70046121,2,3,2019-03-03,0,0,0,-9,-9,0,1,1
70046121,2,4,2019-03-04,3,0,1,1,1,1,1,0
70046121,2,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046121,2,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046121,2,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046122,1,2,2019-02-27,6,0,0,1,1,0,1,0
70046122,1,3,2019-02-28,4,0,1,1,1,0,0,0
70046122,1,4,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046122,1,5,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046122,1,6,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046122,1,7,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046142,3,2,2019-03-07,7,0,0,1,1,4,1,1
70046142,3,3,2019-03-08,16,0,0,1,1,10,1,1
70046142,3,4,2019-03-09,8,0,0,1,1,0,1,0
70046142,3,5,2019-03-10,5,0,0,1,1,2,0,1
70046142,3,6,2019-03-11,7,0,0,1,1,5,1,1
70046142,3,7,2019-03-12,2,0,1,1,1,0,1,0
70046148,1,2,2019-02-23,0,0,0,-9,-9,0,1,1
70046148,1,3,2019-02-24,7,0,1,1,1,2,1,1
70046148,1,4,2019-02-25,-9,-9,-9,-9,-9,-9,-9,-9
70046148,1,5,2019-02-26,-9,-9,-9,-9,-9,-9,-9,-9
70046148,1,6,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70046148,1,7,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046150,2,2,2019-03-06,2,0,1,1,1,0,1,0
70046150,2,3,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046150,2,4,2019-03-08,-9,-9,-9,-9,-9,-9,-9,-9
70046150,2,5,2019-03-09,-9,-9,-9,-9,-9,-9,-9,-9
70046150,2,6,2019-03-10,-9,-9,-9,-9,-9,-9,-9,-9
70046150,2,7,2019-03-11,-9,-9,-9,-9,-9,-9,-9,-9
70046151,1,2,2019-02-28,6,0,1,1,1,1,1,1
70046151,1,3,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046151,1,4,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046151,1,5,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046151,1,6,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046151,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046176,1,2,2019-02-28,9,0,1,1,1,6,0,0
70046176,1,3,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046176,1,4,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046176,1,5,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046176,1,6,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046176,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046178,1,2,2019-02-28,1,1,1,-9,1,0,1,0
70046178,1,3,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046178,1,4,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046178,1,5,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046178,1,6,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046178,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046189,1,2,2019-03-01,6,0,0,1,1,0,1,1
70046189,1,3,2019-03-02,6,0,0,1,1,2,1,1
70046189,1,4,2019-03-03,4,0,0,1,1,0,1,1
70046189,1,5,2019-03-04,17,0,0,1,1,2,1,1
70046189,1,6,2019-03-05,10,0,0,1,1,2,1,1
70046189,1,7,2019-03-06,16,0,1,1,1,7,1,1
70046222,1,2,2019-03-01,2,0,1,1,1,2,1,0
70046222,1,3,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046222,1,4,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046222,1,5,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046222,1,6,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046222,1,7,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046224,1,2,2019-02-28,4,0,0,1,1,2,1,0
70046224,1,3,2019-03-01,3,0,0,1,1,0,0,0
70046224,1,4,2019-03-02,1,0,1,1,1,0,0,0
70046224,1,5,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046224,1,6,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046224,1,7,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046228,1,2,2019-03-07,6,0,0,1,1,2,1,1
70046228,1,3,2019-03-08,-9,-9,-9,-9,-9,-9,-9,-9
70046228,1,4,2019-03-09,-9,-9,-9,-9,-9,-9,-9,-9
70046228,1,5,2019-03-10,-9,-9,-9,-9,-9,-9,-9,-9
70046228,1,6,2019-03-11,-9,-9,-9,-9,-9,-9,-9,-9
70046228,1,7,2019-03-12,-9,-9,-9,-9,-9,-9,-9,-9
70046230,1,2,2019-03-16,7,0,0,1,1,1,1,1
70046230,1,3,2019-03-17,5,0,1,1,1,1,1,1
70046230,1,4,2019-03-18,-9,-9,-9,-9,-9,-9,-9,-9
70046230,1,5,2019-03-19,-9,-9,-9,-9,-9,-9,-9,-9
70046230,1,6,2019-03-20,-9,-9,-9,-9,-9,-9,-9,-9
70046230,1,7,2019-03-21,-9,-9,-9,-9,-9,-9,-9,-9
70046231,1,2,2019-03-02,6,0,1,1,1,2,1,1
70046231,1,3,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046231,1,4,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046231,1,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046231,1,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046231,1,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046231,2,2,2019-03-02,4,0,1,1,1,3,1,1
70046231,2,3,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046231,2,4,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046231,2,5,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046231,2,6,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046231,2,7,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046241,1,2,2019-03-12,2,0,0,1,1,1,1,1
70046241,1,3,2019-03-13,0,0,0,-9,-9,0,1,1
70046241,1,4,2019-03-14,4,0,0,1,1,1,1,1
70046241,1,5,2019-03-15,4,0,0,1,1,1,1,1
70046241,1,6,2019-03-16,4,0,0,1,1,0,1,1
70046241,1,7,2019-03-17,2,0,0,1,1,0,1,1
70046247,1,2,2019-02-26,4,0,0,1,1,0,1,1
70046247,1,3,2019-02-27,1,0,1,1,1,1,1,0
70046247,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046247,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046247,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046247,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046255,1,2,2019-03-12,1,0,1,1,1,0,1,0
70046255,1,3,2019-03-13,-9,-9,-9,-9,-9,-9,-9,-9
70046255,1,4,2019-03-14,-9,-9,-9,-9,-9,-9,-9,-9
70046255,1,5,2019-03-15,-9,-9,-9,-9,-9,-9,-9,-9
70046255,1,6,2019-03-16,-9,-9,-9,-9,-9,-9,-9,-9
70046255,1,7,2019-03-17,-9,-9,-9,-9,-9,-9,-9,-9
70046269,1,2,2019-03-07,3,0,0,1,1,2,1,1
70046269,1,3,2019-03-08,6,0,0,1,1,5,1,1
70046269,1,4,2019-03-09,11,0,0,1,1,7,1,1
70046269,1,5,2019-03-10,3,0,0,1,1,3,1,1
70046269,1,6,2019-03-11,3,0,0,1,1,2,1,1
70046269,1,7,2019-03-12,3,0,1,1,1,4,1,1
70046269,2,2,2019-03-07,3,0,0,1,1,1,1,1
70046269,2,3,2019-03-08,13,0,0,1,1,5,1,1
70046269,2,4,2019-03-09,14,0,0,1,1,4,1,0
70046269,2,5,2019-03-10,6,0,0,1,1,1,0,1
70046269,2,6,2019-03-11,6,0,0,1,1,3,1,1
70046269,2,7,2019-03-12,6,0,1,1,1,3,1,1
70046269,3,2,2019-03-07,7,0,0,1,1,9,0,0
70046269,3,3,2019-03-08,6,0,0,1,1,8,0,0
70046269,3,4,2019-03-09,9,0,0,1,1,0,0,0
70046269,3,5,2019-03-10,6,0,1,1,1,2,0,0
70046269,3,6,2019-03-11,-9,-9,-9,-9,-9,-9,-9,-9
70046269,3,7,2019-03-12,-9,-9,-9,-9,-9,-9,-9,-9
70046269,4,2,2019-03-07,3,0,0,1,1,1,1,1
70046269,4,3,2019-03-08,6,0,0,1,1,8,1,0
70046269,4,4,2019-03-09,8,0,0,1,1,1,0,1
70046269,4,5,2019-03-10,7,0,1,1,1,3,1,0
70046269,4,6,2019-03-11,-9,-9,-9,-9,-9,-9,-9,-9
70046269,4,7,2019-03-12,-9,-9,-9,-9,-9,-9,-9,-9
70046273,1,2,2019-03-01,2,0,1,1,1,0,1,0
70046273,1,3,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046273,1,4,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046273,1,5,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046273,1,6,2019-03-05,-9,-9,-9,-9,-9,-9,-9,-9
70046273,1,7,2019-03-06,-9,-9,-9,-9,-9,-9,-9,-9
70046274,1,2,2019-02-27,6,0,0,1,1,0,1,1
70046274,1,3,2019-02-28,2,0,1,1,1,0,1,0
70046274,1,4,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046274,1,5,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046274,1,6,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046274,1,7,2019-03-04,-9,-9,-9,-9,-9,-9,-9,-9
70046279,1,2,2019-02-26,2,0,0,1,1,0,1,1
70046279,1,3,2019-02-27,-9,-9,-9,-9,-9,-9,-9,-9
70046279,1,4,2019-02-28,-9,-9,-9,-9,-9,-9,-9,-9
70046279,1,5,2019-03-01,-9,-9,-9,-9,-9,-9,-9,-9
70046279,1,6,2019-03-02,-9,-9,-9,-9,-9,-9,-9,-9
70046279,1,7,2019-03-03,-9,-9,-9,-9,-9,-9,-9,-9
70046280,1,2,2019-03-02,0,0,0,-9,-9,0,1,1
70046280,1,3,2019-03-03,5,0,0,1,1,1,1,1
70046280,1,4,2019-03-04,8,0,0,1,1,1,1,1
70046280,1,5,2019-03-05,5,0,0,1,1,1,1,1
70046280,1,6,2019-03-06,9,0,0,1,1,0,1,1
70046280,1,7,2019-03-07,5,0,0,1,1,0,1,1
70046282,1,2,2019-03-06,1,0,0,1,1,0,0,0
70046282,1,3,2019-03-07,-9,-9,-9,-9,-9,-9,-9,-9
70046282,1,4,2019-03-08,-9,-9,-9,-9,-9,-9,-9,-9
70046282,1,5,2019-03-09,-9,-9,-9,-9,-9,-9,-9,-9
70046282,1,6,2019-03-10,-9,-9,-9,-9,-9,-9,-9,-9
70046282,1,7,2019-03-11,-9,-9,-9,-9,-9,-9,-9,-9
70046297,3,2,2019-02-28,8,0,0,1,1,2,1,1
70046297,3,3,2019-03-01,4,0,0,1,1,3,1,1
